Unnamed: 0,Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,tmdb_id,tmdb_title,language
114,Yatra,2018.0,U,"Biography, Drama, Romance            ",    An Indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. Yatra is an emotional tribute to the former Chief Minister of Andhra Pradesh Y. S. Rajasekhara Reddy.,127,8.2,3193,506076,Achari America Yatra,Telugu
879,Bluff Master,2018.0,,"Crime, Thriller            ","    Ace conman Uttam effortlessly thinks up schemes to swindle gullible and greedy folks. However on a rare occasion, things don't go according to plan and he ends up in the clutches of a ruthless gang who demand schemes from him for money.",138,6.5,143,571435,Bluff Master,Telugu
451,Neevevaro,2018.0,,"Action, Romance, Thriller            ","    As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.",130,6.9,570,544681,Neevevaro,Telugu
880,Aatagadharaa Siva,2018.0,,"Action, Comedy, Drama            ","    Revolving around the idea of ""life is a game"", the suspense comedy-drama features Hyper Aadi, Chammak Chandra and Chalaki Chanti in pivotal roles.",111,7.3,143,567884,Aatagadharaa Siva,Telugu
577,Kirrak Party,2018.0,UA,Comedy            ,    Krishna a first year student meets Meera a second year student and daughter of a police officer. Everyone in the campus likes Meera and even Krishna's friend. But Meera gets close to ...                See full summary »,165,5.7,361,508868,Kirrak Party,Telugu
213,Hello Guru Prema Kosame,2018.0,U,"Comedy, Romance            ","    After a rocky start, a friendship develops between a happy-go-lucky youth and a girl from the city.",140,7.1,1569,517508,Hello Guru Prema Kosame,Telugu
225,Ee Nagaraniki Emaindi,2018.0,UA,"Comedy, Drama            ","    The story is based on four childhood friends who go on a trip to Goa. Each have their own dream careers, and collaborate to make a short film.",122,7.9,1523,532789,Ee Nagaraniki Emaindi?,Telugu
173,Tholi Prema,2018.0,UA,Romance            ,    A love story that weathers time and emotions. Aditya sees Varsha and it is love at first sight for him. What transpires over the next 7 years is what makes their love stronger.,137,7.3,2058,500527,Tholi Prema,Telugu
529,Hushaaru,2018.0,A,Comedy            ,    Four friends from middle-class families believe in carving a niche for themselves by not following a trodden path set by others.,140,6.9,426,565278,Hushaaru,Telugu
1002,Happy Wedding,2018.0,U,Drama            ,"    A simpleton guy Anand and a modern girl Akshara fall in love and decide to get married. However, their lives turn upside down when Akshara's past walks back in her life, making her have second thoughts on their wedding day.",128,4.3,103,540263,Happy Wedding,Telugu
164,Bhaagamathie,2018.0,UA,"Action, Horror, Thriller            ","    IAS officer Chanchala Reddy is imprisoned in a haunted house, while she is interrogated by law enforcers investigating a politician they suspect of corruption.",138,7.0,2217,485789,Bhaagamathie,Telugu
185,Rx 100,2018.0,A,"Action, Drama, Romance            ","    Believing his girlfriend loves him even after being married, a man waits for her return and in the process ignites violence.",153,6.9,1897,535369,RX 100,Telugu
153,Taxiwaala,2018.0,Not Rated,"Comedy, Horror, Thriller            ","    A job monger, Shiva ends up as a taxiwala only to realise that his ride is a beyond what anyone could have expected.",137,7.0,2368,520393,Taxiwala,Telugu
1377,Adhugo,2018.0,UA,Drama            ,"    Bunty, the little pink piglet is the apple of Chanti's (Sathwik) eye. But what happens when this innocent little creature is embroiled with people who each have their own agenda to seek?",110,6.1,50,560203,Adhugo,Telugu
9,Rangasthalam,2018.0,UA,"Action, Drama            ","    The fear of his elder brother's death starts to haunt an innocent, hearing impaired guy after they both join forces to overthrow the unlawful 30 year long regime of their village's president.",170,8.4,17559,461126,Rangasthalam,Telugu
481,Jai Simha,2018.0,UA,"Action, Drama            ",    A rowdy mechanic with a golden-heart turns into a body guard to save a family from goons.,159,4.7,510,495121,Jai Simha,Telugu
960,Raju Gadu,2018.0,,Family            ,"    Raj Tharun has a serious problem; he is a kleptomaniac. He can't stop himself from stealing small things. Even when he falls in love with the beautiful Amyra Dastur, he couldn't restrain ...                See full summary »",130,5.3,114,528765,Raju Gadu,Telugu
140,Agnyaathavaasi,2018.0,UA,"Action, Drama            ","    An exiled heir to billionaire, returns after his father was murdered, as a regular employee to find out the killers and make things right in his company.",158,4.5,2526,495362,Agnyaathavaasi,Telugu
954,Aatagallu,2018.0,UA,"Action, Thriller            ","    Although all evidence points to the contrary, a public defender becomes convinced that his client is not guilty of murder.",141,5.3,115,544758,Aatagallu,Telugu
12,Bharat Ane Nenu,2018.0,UA,"Action, Drama            ","    Bharat, an young graduate, becomes the C.M of Andhra Pradesh (pre-div) after his father demise without any political knowledge, faces challenges in the process of reform the society.",173,7.7,14945,501987,Bharat Ane Nenu,Telugu
945,Brand Babu,2018.0,U,Comedy            ,"    A rich entrepreneur obsessed with his luxurious life falls in love with a housemaid, but their different lifestyles might prove to be a hurdle in their relationship.",144,5.3,119,540180,Brand Babu,Telugu
944,Ammammagarillu,2018.0,,Romance            ,"    A family entertainer, the story of Ammammagarillu revolves around a young guy (played by Naga Shaurya) who shares a close bond with his grandmother (played by Sumitra). It depicts the ...                See full summary »",156,5.4,120,526770,Ammammagarillu,Telugu
475,Nela Ticket,2018.0,UA,"Action, Drama            ",    A carefree young man is forced to grow up fast after he incurs the wrath of a corrupt politician.,120,4.5,515,526772,Nela Ticket,Telugu
394,Srinivasa Kalyanam,2018.0,U,"Drama, Family            ","    ""Srinivasa Kalyanam"" illustrates the sacred bond with another human through nuptial rituals and the sanctity of the institution of marriage.",140,6.0,724,540396,Srinivasa Kalyanam,Telugu
565,Nannu Dochukunduvate,2018.0,,Romance            ,    An ambitious software engineer employs a quirky girl to act as his girlfriend to avoid an arranged marriage. He starts to lose his ambitions as he gets close to her.,149,6.9,379,549733,Nannu Dochukunduvate,Telugu
264,Devadas,2018.0,UA,"Action, Comedy, Drama            ",    A staid doctor's monotonous routine is shaken up when a gangster who is on the run decides to hide from the police in his clinic.,159,6.7,1225,550864,Devadas,Telugu
113,Awe!,2018.0,UA,Thriller            ,    Unusual(multiple) persons tend to meet at a Restaurant and their life-changing moments take place in order to know about a single person.,150,7.8,3208,500723,Awe!,Telugu
857,Subrahmanyapuram,2018.0,UA,"Drama, Mystery, Thriller            ","    Karthik, an atheist, investigates a series of suicides, which are believed to be an act of God by the people of Subrahmanyapuram",133,5.5,155,565247,Subramanyapuram,Telugu
342,Krishnarjuna Yudham,2018.0,UA,"Action, Comedy            ",    A pair of look-a-likes hatch a plan to win over the women they love.,156,5.6,861,500565,Krishnarjuna Yudham,Telugu
426,Jamba Lakidi Pamba,2018.0,,"Comedy, Fantasy            ",    This is the story of a man and woman who were joined together by destiny and how they were thrown into the brink of divorce due some unexpected twists and turns. The film will be a complete...                See full summary »,141,6.6,619,531897,Jamba Lakidi Pamba,Telugu
772,Paper Boy,2018.0,,Romance            ,    The film is a rom-com which explores the life of a young paperboy.,125,6.5,212,541267,Paper Boy,Telugu
273,Savyasachi,2018.0,UA,Action            ,"    A twin brother of the protagonist is absorbed due to Vanishing Twin Syndrome and controls his left hand. When his life is threatened, the twin brother that never existed protects him like a shield.",151,5.4,1144,536420,Savyasachi,Telugu
425,Shailaja Reddy Alludu,2018.0,UA,"Action, Comedy, Drama            ",    The son of an egoistic businessman falls in love with an egoistic girl and has to convince her egoistic mother in order to marry her.,147,5.1,621,536429,Shailaja Reddy Alludu,Telugu
360,Chalo,2018.0,,"Action, Comedy, Family            ","    Hari (Naga Shaurya)'s fascination is fights and disputes. He is always involved in one or the other fight just for the sake of it. In an interesting scenario, Hari is sent to a village ...                See full summary »",145,6.4,796,499789,Chalo,Telugu
46,Goodachari,2018.0,UA,"Action, Thriller            ","    A young NSA agent is framed for the murder of his bosses making him realize that now his mission is darker than expected and has some personal scores to settle regarding his father's death, a former NSA agent.",147,7.8,7120,540189,Goodachari,Telugu
633,Pantham,2018.0,UA,Action            ,    Vikranth is a vigilante who has targeted 'Nayak Bhai' and his money. Who is Vikranth and what is his beef with Nayak forms the crux of the story.,122,6.4,304,534343,Pantham,Telugu
752,Veera Bhoga Vasantha Rayalu,2018.0,UA,"Crime, Thriller            ","    A cop is pursuing a dangerous man who is behind the disappearance of a flight with innocent passengers, and orphan girls. Will he be nabbed?",132,6.7,224,557252,Veera Bhoga Vasantha Rayalu,Telugu
413,Chal Mohan Ranga,2018.0,U,Romance            ,"    Mohan Ranga falls in love with Megha Subramanyam, an NRI residing in the United States. Before she can reciprocate his love, circumstances make them fall apart. But destiny has other plans.",148,5.8,667,508887,Chal Mohan Ranga,Telugu
68,Naa Peru Surya Na Illu India,2018.0,UA,"Action, Drama            ","    A short tempered soldier aspiring to serve at the borders is tasked with getting clearance signature from his estranged father, a professor, who in turn challenges him to give up anger.",163,6.8,5102,500494,Naa Peru Surya - Naa Illu India,Telugu
1309,Rachayitha,2018.0,,Romance            ,"    Aditya Varma's love for Padmavati makes him want to give her a new life as she is desolated but she starts to behave in a strange manner. What happens next, forms the crux.",122,7.2,56,572679,Rachayitha,Telugu
383,Gayatri,2018.0,UA,"Drama, Family            ","    Sivaji, a stage artist, finds whereabouts of his daughter who disappeared two decades ago and finds out that the kidnapper, Gayatri Patel, is an exact lookalike of him.",125,6.5,746,502703,Gayatri,Telugu
52,Aravindha Sametha Veera Raghava,2018.0,UA,"Action, Drama            ",    A young scion of a powerful family with a long history of violence decides to put an end to the bloodshed which leads him to a path of self discovery.,162,7.7,6371,534530,Aravinda Sametha Veera Raghava,Telugu
1269,Bhale Manchi Chowka Beram,2018.0,UA,"Comedy, Drama, Thriller            ",    Two friends try to sell country's secrets to terrorists and face some dramatic consequences.,134,6.4,60,553724,Bhale Manchi Chowka Beram,Telugu
702,Mehbooba,2018.0,UA,"Action, Drama, Romance            ",    Mehbooba movie is a romantic love story in the backdrop of 1971 Indo-Pak war.,152,5.7,253,523762,Mehbooba,Telugu
367,Padi Padi Leche Manasu,2018.0,U,"Drama, Romance            ","    Set in Kolkata, the romantic drama chronicles the shared destiny of a young couple as they navigate through the highs and lows of a budding relationship.",158,6.4,778,566139,Padi Padi Leche Manasu,Telugu
340,Amar Akbar Anthony,2018.0,,Action            ,    A man suffering from Dissociative Identity Disorder has to take revenge against four businessmen for the murder of his family while his past confronts him in the form of his childhood love.,153,4.3,868,535169,Amar Akbar Anthony,Telugu
510,Needi Naadi Oke Katha,2018.0,U,Drama            ,"    A middle-class youth raises his voice against the traditional, standardized system of education that does not take into account each student's skill and nor make them think.",121,7.8,462,513727,Needi Naadi Oke Katha,Telugu
627,Saakshyam,2018.0,UA,Action            ,    A group of people commit unspeakable crimes and are confident of getting away with it since there are no witnesses. But nature is witness to their crimes and when all five elements of ...                See full summary »,166,4.9,312,505908,Saakshyam,Telugu
31,Mahanati,2018.0,U,"Biography, Drama            ","    Biography of Savitri, an actress from South India movie industry, who ruled the industry for two decades during 50s and 60s.",177,8.5,8732,459713,Mahanati,Telugu
294,Chi La Sow,2018.0,U,"Comedy, Romance            ","    While Arjun doesn't want to get married, his parents set up a blind date for him at his place. The story revolves around Arjun, how he falls for the girl he's about to meet, why and how he changed his decision to get married.",135,7.8,1054,540215,Chi La Sow,Telugu
594,Kavacham,2018.0,UA,"Action, Thriller            ",    A police officer from Vizag finds himself in a rut when false allegations are levied against him. He has 24 hours now to prove his innocence.,141,5.5,335,565277,Kavacham,Telugu
30,Geetha Govindam,2018.0,UA,"Drama, Romance            ",    An innocent young lecturer is misunderstood as a pervert and despised by a woman who co-incidentally turns out to be the younger sister of his brother-in-law. Eventually differences subside and love blooms between them.,142,7.7,8846,540468,Geetha Govindam,Telugu
812,Vijetha,2018.0,U,Drama            ,    Srinivasa Rao (Murli Sharma) does his best to give his children everything they seek and fulfil even the smallest of their desires. His son Ram (Kalyaan Dhev) grows up oblivious to all the ...                See full summary »,141,6.8,182,535397,Vijetha,Telugu
824,W/o Ram,2018.0,UA,Thriller            ,"    Deeksha, wife of Ram takes it in her own hands to find her husband's murderer when police refused to help her.",122,6.0,171,536771,W/O Ram,Telugu
303,Antariksham 9000 kmph,2018.0,U,"Adventure, Drama, Sci-Fi            ","    When a satellite stops communicating, the Indian Space Agency need to bring an engineer out of retirement to help them fix the situation.",140,6.0,994,566486,Antariksham 9000 KMPH,Telugu
809,@ Nartanasala,2018.0,Not Rated,Drama            ,"    Naga Shourya is a young man who always wants women to be independent in life. In this process, he solves a girl called Manasa's problems and falls in love during the course of time. Just ...                See full summary »",139,3.7,185,549541,Nartanasala,Telugu
619,Officer,2018.0,UA,"Action, Crime            ","    An honest officer fights to bring down a corrupt and dangerous cop, and attempts to bring down the entire Mumbai mafia with him.",122,3.4,318,527862,Officer,Telugu
796,MLA,2018.0,UA,"Action, Drama            ",    An intelligent youngster is faced with a situation to win in the state legislative assembly elections in order to win the approval of his father-in-law.,130,5.2,194,507839,Manchi Lakshanalunna Abbayi,Telugu
96,C/o Kancharapalem,2018.0,UA,Drama            ,    Four unconventional love stories set in the town and including the people of Kancherapalem.,152,9.0,3699,544795,C/o Kancharapalem,Telugu
54,Jersey,2019.0,U,"Drama, Sport            ",    A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.,157,8.6,6039,592898,Jersey,Telugu
1326,Beach Road Chetan,2019.0,A,"Action, Drama, Sci-Fi            ","    When a happy-go-lucky kind of a guy chances upon a mysterious iPhone, his life turns topsy-turvy to unexpected consequences.",137,7.9,55,685779,Beach Road Chetan,Telugu
1327,Undiporaadhey,2019.0,,Romance            ,    This is a periodical love story based on real-life true events happened during the 1980s. The film revolves around a girl and a boy who meet at college admissions after that their love ...                See full summary »,0,7.2,55,784584,Undiporaadhey,Telugu
55,Sye Raa Narasimha Reddy,2019.0,UA,"Action, Adventure, Drama            ","    A historical action epic inspired by the life of Uyyalawada Narasimha Reddy, who revolted against the atrocities of East India Company 10 years before the Sepoy Mutiny.",167,7.5,5848,496495,Sye Raa Narasimha Reddy,Telugu
1128,Mithai,2019.0,Not Rated,"Crime, Drama, Romance            ",    The Dude abides but he must help two losers find the thief in a twisted plot of love and fate.,140,4.4,79,553735,Mithai,Telugu
1071,Kobbari Matta,2019.0,,Comedy            ,    Kobbarimatta is a Comedy Spoof Telugu Film. Pedharayudu (Sampoornesh) is a village headman. He got misunderstandings with his Son Androidu and other family members. How they solved those problems and united is rest of the story.,110,5.8,89,622602,Kobbari Matta,Telugu
1214,Vinara sodara veera kumara,2019.0,UA,"Drama, Romance            ",    Vinara Sodara Veera Kumara is an unusual story of love and realization. Ramana (Srinivas Sai) falls in love with Sulochana (Priyanka Jain) but their relationship fails to materialize due to...                See full summary »,0,7.6,67,592746,Vinara Sodara Veera Kumara,Telugu
64,Maharshi,2019.0,UA,"Action, Drama            ","    Rishi, a millionaire businessman, returns to his homeland, where he becomes the champion of poor and downtrodden farmers.",176,7.3,5197,541487,Maharshi,Telugu
146,Vinaya Vidheya Rama,2019.0,UA,Action            ,"    When the happiness of his family is held to ransom by a violent crime lord, Ram sets out on a quest to destroy his nemesis and his criminal empire.",146,3.3,2435,566402,Vinaya Vidheya Rama,Telugu
1145,Raagala 24 Gantallo,2019.0,UA,Thriller            ,    A happy wife is accused of her husband's suspicious death.,134,5.7,78,666904,Ragala 24 Gantallo,Telugu
72,Agent Sai Srinivasa Athreya,2019.0,UA,"Action, Comedy, Crime            ",    Agent Sai Srinivasa Athreya is an authentic humorous investigative thriller revolving around the adventures of a detective based out of Nellore.,148,8.5,4985,610482,Agent Sai Srinivasa Athreya,Telugu
79,Dear Comrade,2019.0,UA,"Action, Drama, Romance            ",    A hot-blooded student union leader falls for a state-level cricketer but his anger management issues and violent streak threatens to derail their love story.,169,7.3,4575,563604,Dear Comrade,Telugu
1149,Thipparaa Meesam,2019.0,UA,Romance            ,"    An extremely talented DJ working in a local night pub, who is also a spoiled brat, gets involved in an adventure where he must fight against all odds to survive.",152,6.4,77,646330,Thipparaa Meesam,Telugu
117,Evaru,2019.0,UA,"Crime, Drama, Thriller            ",    Sub-inspector Vikram Vasudev is entrusted with the task of investigating the murder of a high ranking officer who was killed by his alleged rape victim. When he delves deeper into the case he uncovers some surprising facts.,118,8.2,3115,607310,Evaru,Telugu
1231,Aaviri,2019.0,UA,"Drama, Thriller            ","    After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",0,4.5,65,659381,Aaviri,Telugu
137,Majili,2019.0,UA,"Drama, Romance            ",    A former cricket player nursing his wounds of a failed relationship takes up the task of training his ex-lover's daughter and in the process discovers his feelings towards his wife and her unrequited love for him.,154,7.2,2579,571610,Majili,Telugu
1315,RDX Love,2019.0,A,Drama            ,    RDX Love talks about Alivelu (Payal) who takes charge of a village and solves their issues against all odds.,145,3.2,56,624401,RDX Love,Telugu
13,Saaho,2019.0,UA,"Action, Thriller            ","    An undercover cop becomes embroiled in a battle with warring criminals who want to acquire a ""black box,"" their ultimate key to a treasure.",170,5.2,14430,454292,Saaho,Telugu
1343,Burra katha,2019.0,U/A,"Comedy, Romance            ",    Abhi and Ram are two personalities in the same body whose lives get complicated when Abhi falls in love with Happy.,150,5.1,54,611403,Burra Katha,Telugu
1222,Jodi,2019.0,,Romance            ,    Kapil (Aadi Saikumar) falls for Kanchana Mala (Shraddha Srinath) because of her ideals. But what happens when Kapil's father's (Naresh) ideals cause issues for them?,130,6.2,66,628577,Jodi,Telugu
1193,Kathanam,2019.0,UA,"Mystery, Thriller            ",    Anu (Anasuya Kasaba) an aspiring director develops a script on a producer's request. Twist in the tale arises when the murders scripted in the story start happening in real life. The parallel story is crux of Kathanam.,117,3.9,70,621068,Kathanam,Telugu
1316,Rajdooth,2019.0,,Drama            ,"    A 25-year-old rouge's quest for an old Rajdooth bike. He, along with his friend backtrack the lost bike from Pochampally to Khammam to various other places in Andhra Pradesh and in the ...                See full summary »",130,6.7,56,614844,Rajdooth,Telugu
545,Seetha,2019.0,UA,Romance            ,"    A four-year-old Ram is left in a monastery by a person named Anand Mohan and is promised that Sita will come to take care of him. Ram is innocent and cute. He makes Ram promise that he too,...                See full summary »",161,4.7,405,639106,Rama Chakkani Seetha,Telugu
316,NTR Mahanayakudu,2019.0,U,"Biography, Drama            ",    A follow up to NTR: Kathanayakudu which was based on N.T. Rama Rao's life and acting career. This movie will focus on his political career.,128,5.4,946,676542,N.T.R: Mahanayakudu,Telugu
794,2 Hours Love,2019.0,UA,Romance            ,    Story of a couple in a contractual relationship where they meet only for 2 hours a day and behave like strangers during other times.,150,6.7,197,631934,2 Hours Love,Telugu
337,Rakshasudu,2019.0,UA,"Action, Crime, Thriller            ",    A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen girls and murders them brutally.,122,8.2,875,606224,Rakshasudu,Telugu
779,Software Sudheer,2019.0,UA,Drama            ,"    Chandu and Swathi are Software engineers. Chandu is an average guy who never misses an opportunity to impress Swathi. Once Swathi recognizes Chandu's honesty and innocence, the affair ...                See full summary »",125,6.0,205,660671,Software Sudheer,Telugu
768,Ruler,2019.0,,"Action, Drama            ","    Bhumika and Vedhika are trying hard to remind Balayya of his past. In the process, they take him to the villain's residence and asks to fight with him. Now, time for yet another fight",130,3.6,214,657170,Ruler,Telugu
476,Prati Roju Pandaage,2019.0,U,"Drama, Family            ","    With only a few weeks left to live, an aging grandfather is visited by his grandson who wishes to fulfill his desires.",146,6.2,515,617646,Prati Roju Pandaage,Telugu
471,Falaknuma Das,2019.0,A,"Action, Thriller            ","    Set in the backdrop of the colonies of falaknuma where a group of youngsters fall into unexpected consequences which lead them to a driving pathway of violence, brutality and ruthlessness.",145,6.3,523,590162,Falaknuma Das,Telugu
764,Guna 369,2019.0,UA,"Action, Drama            ",    Guna (Karthikeya) is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise. But what happens when he's forced to the extremes by someone close to him?,146,6.3,216,319832,Guna 369,Telugu
174,Brochevarevarura,2019.0,U,Comedy            ,"    This is the story of 'R3 batch' consisting of Rocky, Rambo and Rahul, three friends who keep failing every year and are stuck with studying inter.",138,8.0,2053,611754,Brochevarevarura,Telugu
756,Heza,2019.0,UA,Drama            ,    A musician and his wife are haunted by an evil eye hex witch who tries to find her source for mortal life through them. The protagonist slums into unrest to escape from the demonic witch's grave peal.,111,7.4,220,682612,Heza,Telugu
464,Lakshmi's NTR,2019.0,U,Drama            ,"    The life of iconic politician Nandamuri Taraka Ramarao (NTR) after meeting Lakshmi Parvathi, his second wife.",152,6.9,537,590753,Lakshmi's NTR,Telugu
639,Jessie,2019.0,A,"Horror, Thriller            ","    Set in an abandoned house, the film follows a team of professional ghost hunters trying to conduct a paranormal investigation to unveil the mystery of two sisters, Jessie and Amy, where Amy shows unusual mental and physical behaviour.",106,7.0,300,588708,Jessie,Telugu
379,Gaddalakonda Ganesh,2019.0,UA,"Action, Thriller            ","    An aspiring filmmaker who wants to direct a realistic story, stumbles upon a menacing villain and to learn the nitty-gritties of the villain's character, he puts his and his friend's life on the line.",130,6.6,752,611054,Gaddalakonda Ganesh,Telugu
574,Ranarangam,2019.0,UA,"Action, Drama            ",    Deva (Sharwanand) is a powerful gangster from Visakhapatnam who moves to Spain to put his past behind him. But what happens when he realises he can't shake off his enemies no matter where he goes?,138,5.9,368,612005,Ranarangam,Telugu
713,Nenu Lenu,2019.0,UA,Drama            ,"    Nenu Lenu is the story of Eeshwar (Harshit), an orphan who falls for Parvati's (Sri Padma) honesty in the first sight and convinces her to marry him after much effort. In time, a gang of ...                See full summary »",118,7.3,244,623189,Nenu Lenu,Telugu
584,Raju Gari Gadhi 3,2019.0,UA,"Comedy, Horror, Thriller            ","    An unknown spirit guards Maya against any possible threats from eve-teasers and Don Juans. But what happens when true love flourishes between Maya and Ashwin Babu, and the spirit isn't all too happy about it?",122,6.7,353,640559,Raju Gari Gadhi 3,Telugu
698,Marshal,2019.0,,Action            ,"    Marshal is a medical crime thriller movie directed by Jai Raaja Singh and produced by Abhay Adaka. The movie cast includes Srikanth, Abhay, Megha Chowdhury and Rashmi are in the lead roles. Yaadagiri Varikuppala scored music.",143,6.9,257,693462,Marshal,Telugu
690,Evvarikee Cheppoddu,2019.0,U,Drama            ,"    Hari and Harathi are in love, but Harathi's father won't agree to their relationship because of their caste differences.",133,7.3,261,637917,Evvarikee Cheppoddu,Telugu
678,Hawaa,2019.0,UA,Crime            ,"    A Gripping Nightmarish Journey in Broad Daylight which revolves around 9 BRAINS, 9 CRIMES in 9 HOURS..!.",110,7.0,269,629006,Hawaa,Telugu
405,Mr. Majnu,2019.0,UA,Romance            ,    A charming playboy who has never had a serious relationship finds himself in a spot of bother when he finally meets the right girl. Will they end up together? Or will his fear of commitment affect their relationship?,145,6.1,692,566143,Mr. Majnu,Telugu
442,118,2019.0,UA,"Action, Thriller            ",    A recurring nightmare involving the murder of a young woman prompts an investigative journalist on a quest to find out whether there is any truth to the dream.,120,6.6,586,585564,118,Telugu
417,Mallesham,2019.0,,Biography            ,"    The life of Padma Shri winner Chintakindi Mallesham, who invented the the Asu machine that processes yarn for sarees mechanically, is being recreated in this biopic.",131,8.5,652,610505,Mallesham,Telugu
640,Ninu Veedani Needanu Nene,2019.0,U/A,Comedy            ,    Ninu Veedani Needanu Nene is about a young man who gets mired in a dire situation and comes out successfully.,123,5.9,300,609118,Ninu Veedani Needanu Nene,Telugu
381,Venky Mama,2019.0,UA,"Action, Comedy, Drama            ",    A story of nephew and a son which revolves around their emotions and village drama and army based story.,149,5.5,748,613853,Venky Mama,Telugu
485,George Reddy,2019.0,U,Action            ,"    George Reddy is a biopic based on the life of a student leader, boxer and Gold medalist, who influenced the politics of Andhra Pradesh state in Osmania University between 1967 and 1972. He ...                See full summary »",153,7.2,500,649956,George Reddy,Telugu
637,Chanakya,2019.0,UA,"Action, Thriller            ",    Arjun aka Ramakrishna is a RAW marshall from Delhi who has a 100% success rate at nabbing terrorists. What happens when he makes enemies out of India's most wanted Ibrahim Qureshi and his son Sohail?,147,5.5,302,607885,Chanakya,Telugu
865,Ninnu Thalachi,2019.0,U,"Comedy, Romance            ","    Abhiram (Vamsi Yakasiri) is a happy-go-lucky guy, who falls in love at first sight with a girl named Ankitha tries very hard to explain his feeling to her. On the other hand, she loves ...                See full summary »",138,7.4,152,640550,Ninnu Thalachi,Telugu
1015,1st Rank Raju,2019.0,,"Comedy, Drama, Romance            ","    Raju is an engineering student who is obsessed with academics and very little else. When he is eventually forced to face the real world that lies beyond books, Raju stumbles on to a long ...                See full summary »",0,5.3,100,610266,1st Rank Raju,Telugu
177,Gang Leader,2019.0,UA,"Action, Comedy            ","    Nani plays the gang leader of five women belonging to different age groups, helping them to plot revenge.",155,7.6,2027,612402,Nani's Gang Leader,Telugu
989,Tenali Ramakrishna BA.BL,2019.0,UA,"Action, Comedy, Drama            ",    Tenali Ramakrishna (Sundeep Kishan) is a small-time lawyer who makes his living via compromises between warring parties. He is looking for a big case that could turn his life.,128,5.0,106,622478,Tenali Ramakrishna BA.BL,Telugu
982,ABCD: American-Born Confused Desi,2019.0,U,Comedy            ,    Aravind aka Avi (Allu Sirish) and his cousin Bala Shanmugam aka Basha (Master Bharat) are NRIs who love to live their life king size. What happens when the former's father (Naga Babu) decides to teach them a lesson in responsibility?,145,5.4,108,587711,ABCD: American-Born Confused Desi,Telugu
970,Rama Chakkani Seetha,2019.0,,"Drama, Romance            ","    Rama Chakkani Seetha tells the story of Balu and Anu, and how they fall for each other.",126,6.1,111,639106,Rama Chakkani Seetha,Telugu
964,Iddari Lokam Okate,2019.0,UA,"Drama, Romance            ","    A series of coincidences brings two star-crossed lovers together, but fate pulls them apart until they encounter each other again in Hyderabad.",126,5.6,112,657777,Iddari Lokam Okate,Telugu
856,Operation Gold Fish,2019.0,UA,"Action, Thriller            ",    A group of commandos set out on a mission to find and eliminate a mysterious terrorist mastermind called Gold Fish in the Kashmir valley.,127,4.4,155,624597,Operation Gold Fish,Telugu
188,F2: Fun and Frustration,2019.0,UA,Comedy            ,"    After Venky, Varun also gets married thinking he can keep the wife in control but both of them get frustrated with the marital life which generates fun.",148,6.2,1878,566914,F2: Fun and Frustration,Telugu
518,Raja Vaaru Rani Gaaru,2019.0,UA,Romance            ,"    Raja Vaaru Rani Gaaru is the story of Raju who falls in love with Rani but is unable to express his emotions. Set in a beautiful village, watch as Raju and two of his friends deal with the toils and troubles of romance.",133,7.6,443,617690,Raja Vaaru Rani Gaaru,Telugu
956,Dorasani,2019.0,U/A,"Drama, Romance            ",    Dorasani explores the periodic tale of love between a rich lady Devaki and a poor boy Raju.,130,5.9,115,611284,Dorasaani,Telugu
951,Hippi,2019.0,A,"Action, Comedy, Romance            ",    Hippi is about the live-in relationship between an energetic youngster and a confident girl.,143,5.0,116,607100,Hippi,Telugu
211,Oh Baby...,2019.0,U,"Comedy, Drama, Fantasy            ","    A seventy-year-old woman, Savitri aka 'Baby' gets a second chance to relive her youth when gets transported into the body of a 20-year-old girl and embarks on an exuberant journey of rediscovering herself.",161,7.4,1601,607091,Oh! Baby,Telugu
937,Voter,2019.0,,Romance            ,"    Gautam is an NRI who returns to India to cast his vote. When challenged by the woman he loves, Bhavana , to make a politician fulfill his campaign promises if he wants to win her over, Gautam sets off on a path to change the system.",0,7.4,121,610023,Voter,Telugu
931,Kousalya Krishnamurthy,2019.0,U,"Drama, Sport            ","    Kousalya Murugesan, the daughter of Murugesan, a farmer, aspires to become an international cricketer so that she can put a smile on her cricket-loving father's face by helping the country win.",149,7.4,123,605245,Kousalya Krishnamurthy,Telugu
929,Suryakantham,2019.0,U,"Comedy, Romance            ",    Suryakantam is the story of an eccentric girl who turns everyone's worlds upside down.,139,5.4,123,586753,Suryakantham,Telugu
233,Chitralahari,2019.0,U,Drama            ,"    Down on luck and depressed by constant failures in personal and professional life, Vijay is desperately in search of that single stroke of fortune that could turn his life around. But what if the power to rewrite his destiny lies within?",131,7.2,1481,590012,Chitralahari,Telugu
