Unnamed: 0,Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,tmdb_id,tmdb_title,language
911,Kamma Rajyam Lo Kadapa Reddlu,2019.0,UA,"Drama, Thriller            ","    Andhra Pradesh faces turmoil as elections roll around the corner,various political leaders fight against each other and vie for the CM seat.",153,3.7,130,656229,Amma Rajyam Lo Kadapa Biddalu,Telugu
239,iSmart Shankar,2019.0,A,"Action, Sci-Fi            ","    iSmart Shankar, starring Ram Pothineni and directed by Puri Jagannadh revolves around a hero who has another man's memory transferred into his head.",140,5.5,1428,609108,iSmart Shankar,Telugu
494,Manmadhudu 2,2019.0,UA,"Comedy, Drama, Romance            ","    Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",155,4.8,489,606714,Manmadhudu 2,Telugu
200,NTR: Kathanayakudu,2019.0,U,"Biography, Drama            ","    Based on the journey of the legendary Telugu actor, filmmaker and ex-Chief Minister Late Taraka Rama Rao Nandamuri.",169,5.7,1769,568522,N.T.R: Kathanayakudu,Telugu
181,Mathu Vadalara,2019.0,UA,"Comedy, Crime, Thriller            ","    Simha is a courier delivery boy who gets peanuts as salary despite putting in a lot of hard work. As Babu gets frustrated with his job, his friend and roommate Satya shows him how to get '...                See full summary »",130,8.3,1935,657853,Mathu Vadalara,Telugu
1383,Screenplay of an Indian Love Story,2020.0,A,Drama            ,"    An immensely successful film director is getting ready for his latest release when he gets the shock of his life - his wife wants a divorce. He places a condition before her, that the two ...                See full summary »",129,8.9,50,801153,Screenplay of an Indian Love Story,Telugu
1342,Choosi Choodangaane,2020.0,UA,Romance            ,"    The film portrays Siddu's life through the years, falling in love with Aishwarya for the first time while in college, and later meeting Shruti, a drummer, alongside his struggle to become a fashion photographer.",113,7.1,54,669145,Choosi Choodangaane,Telugu
448,Aswathama,2020.0,UA,"Action, Thriller            ",    A man works to uncover the details behind a series of crimes targeting women.,133,6.4,579,658113,Aswathama,Telugu
450,Jaanu,2020.0,UA,"Drama, Romance            ","    Decades post-high school, Ram and Jaanu meet at their school's reunion and explore their past thoughts consisting of affection, care, depth and grieve all over the period of one evening.",151,7.0,574,669146,Jaanu,Telugu
528,Madha,2020.0,UA,"Mystery, Thriller            ","    MADHA is a Sanskrit term which means ""insanity personified"". MADHA is a female-centered psychological thriller that revolves around a small-time proofreader Nisha.",113,5.3,426,681433,Madha,Telugu
1052,Bhanumathi & Ramakrishna,2020.0,,"Comedy, Drama, Romance            ",    Bhanumathi Ramakrishna is a romantic comedy which gives a glimpse into the lives of the two characters - Bhanumathi (played by Salony) and Ramakrishna (played by Naveen). Ramakrishna ...                See full summary »,93,7.5,92,721109,Bhanumathi & Ramakrishna,Telugu
362,Disco Raja,2020.0,UA,"Action, Sci-Fi            ","    Attacked and frozen to death, a dead man is revived by a group of doctors with the help of a technology that brings back dead people alive.",141,6.4,792,535172,Disco Raja,Telugu
56,Ala Vaikunthapurramuloo,2020.0,UA,"Action, Drama            ",    A jealous clerk secretly switches his newborn son with his millionaire friend's temporarily stillborn son.,163,7.2,5732,628241,Ala Vaikunthapurramuloo,Telugu
1293,Prema Pipasi,2020.0,A,Romance            ,    A man goes down a destructive path in his pursuit of true love to the extent of harassing the very woman that he claims to love.,142,8.2,58,800797,Prema Pipasi,Telugu
712,Oka Chinna Viramam,2020.0,U,Thriller            ,"    Deepak is a businessman immensely in love with his pregnant wife Sameera . But when his idea of raising profits for his business puts her in trouble, he teams up with Balu (Naveen Neni) and Maya to save her.",95,7.3,244,677089,Oka Chinna Viramam,Telugu
1263,Raahu,2020.0,A,Thriller            ,"    Bhanu suffers from 'conversion disorder a.k.a hysterical blindness' where she goes temporarily blind under severe stress, in her case triggered upon seeing blood, must fight her enemy who inflicts more bloodshed than she ever imagined.",123,6.6,61,679053,Raahu,Telugu
722,Palasa 1978,2020.0,A,"Action, Drama            ","    Mohan Rao and his elder brother face Pedda Shavukar and Chinna Shavukar, a political battle where low caste fights the high caste power.",144,7.6,240,680986,Palasa 1978,Telugu
363,Krishna and His Leela,2020.0,,"Comedy, Romance            ","    Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.",125,5.3,792,718745,Krishna and His Leela,Telugu
81,Sarileru Neekevvaru,2020.0,UA,"Action, Comedy, Drama            ",    A tough army major is deployed to Kurnool on a mission to keep the country safe from external threats.,169,6.1,4367,607313,Sarileru Neekevvaru,Telugu
767,Entha Manchivaadavuraa,2020.0,U,"Action, Drama            ","    Balu loses both of his parents in his childhood and he grows up as an orphan. Because of this, he starts an organization named ""All Is Well"" to supply emotions to the needy.",152,5.5,215,633146,Entha Manchivaadavuraa,Telugu
849,Pressure Cooker,2020.0,UA,"Comedy, Drama, Family            ","    This is a new age family drama entertainer. The story is about a young graduate under pressure from his father who expects him to go and ""settle"" in USA to be seen as successful. #pressurecookermovie",135,6.5,159,677096,Pressure Cooker,Telugu
241,Bheeshma,2020.0,UA,"Action, Comedy, Romance            ","    The film revolves around Bheeshma, a man making his living as a meme creator, who wants to remain single forever. But will he be able to?",150,6.6,1419,674779,Bheeshma,Telugu
1021,Amrutha Ramam,2020.0,,Drama            ,"    Amrutha Ramam is a heartfelt love story based on a series of true experiences. The film depicts the lives of Amrutha and Ram, and how together they find the meaning of selfless love.",0,8.0,99,698337,Amrutha Ramam,Telugu
1033,Valayam,2020.0,UA,Mystery            ,"    When his wife goes missing, Arvind must solve the mystery of her disappearance before time runs out and he becomes the prime suspect.",140,7.0,95,687355,Valayam,Telugu
1085,Savaari,2020.0,UA,Romance            ,"    Raju who rents his Badshah for weddings, meets Baagi who has been in quench of real love after her step-parents try to get her married against her wish. How did she escape that marriage is the crux of the story.",153,6.7,87,670450,Savaari,Telugu
667,O Pitta Katha,2020.0,U,"Drama, Thriller            ",    Two men fall deeply in love with the same woman but when she suddenly gets kidnapped they get involved in the case to rescue her.,128,6.9,278,681657,O Pitta Katha,Telugu
246,World Famous Lover,2020.0,UA,Romance            ,"    An amalgamation of four different love stories: Seenayya and Suvarna, a middle-class couple in a small town; Gautham, a youngster romancing in Paris with Iza, Union Leader Srinu in love with his boss lady, and a first college romance.",154,4.6,1342,659674,World Famous Lover,Telugu
